MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2020,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Benzina,Motorina,Electric,Hibrid01(benzina+electric),0--4,5--8,9--12,peste 12
,,,,,,,,,,,Hibrid02(motorina+electric),,,,
,,,,,,,,,,,Hibrid03(GPL+electric),,,,
 total marca PM,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
 total marca POMOT,6,0,4,2,0,0,0,0,0,0,0,1,5,0,0
   model T544,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0
   model nespecificat,4,0,2,2,0,0,0,0,0,0,0,0,4,0,0
 total marca POP INDUSTRY,16,1,11,4,0,0,0,0,0,0,0,10,6,0,0
   model REPO,10,0,6,4,0,0,0,0,0,0,0,6,4,0,0
   model REPO AGRI,6,1,5,0,0,0,0,0,0,0,0,4,2,0,0
 total marca PRONAR,180,21,54,99,6,0,0,0,0,0,0,60,80,40,0
   model HERKULES 14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
   model T653/2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0
   model TRAILER PRONAR T680,7,0,3,4,0,0,0,0,0,0,0,3,4,0,0
   model nespecificat,169,21,50,92,6,0,0,0,0,0,0,57,72,40,0
 total marca RANDAZZO,18,0,0,17,1,0,0,0,0,0,0,0,7,11,0
   model nespecificat,18,0,0,17,1,0,0,0,0,0,0,0,7,11,0
 total marca REMA,226,1,16,166,14,1,28,0,0,0,0,9,91,92,34
   model 18/20T,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0
   model 6152 CCM,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model APICOLA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BRIMONT,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model CARROS,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model LN 8000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model MC5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PTT2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model REPO,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0
   model nespecificat,215,1,16,160,12,1,25,0,0,0,0,9,86,89,31
 total marca REMBI,40,12,15,13,0,0,0,0,0,0,0,24,14,2,0
   model nespecificat,40,12,15,13,0,0,0,0,0,0,0,24,14,2,0
 total marca ROMSAN,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0
   model nespecificat,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0
 total marca S REMA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 total marca SCANDIC,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
 total marca SCG REMA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
 total marca SLO REMA,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
   model nespecificat,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
 total marca STRAUTMANN,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
 total marca STRONGA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
 total marca TERPA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
 total marca TESTORE,4,0,1,3,0,0,0,0,0,0,0,1,3,0,0
   model nespecificat,4,0,1,3,0,0,0,0,0,0,0,1,3,0,0
 total marca TINAZ,5,0,0,3,2,0,0,0,0,0,0,0,0,5,0
   model nespecificat,5,0,0,3,2,0,0,0,0,0,0,0,0,5,0
 total marca TONINI,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
 total marca TR REMA,93,14,32,47,0,0,0,0,0,0,0,36,35,22,0
   model 3500,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
   model 4600,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model 5000,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0
   model 5T,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
   model CE-PLZ-R-1301,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model COBRA-10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model FERMAR,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0
   model TINAZ,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0
   model nespecificat,77,13,30,34,0,0,0,0,0,0,0,35,29,13,0
 total marca UA REMA,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0
   model nespecificat,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0
 total marca UMM,11,0,1,6,4,0,0,0,0,0,0,0,5,6,0
   model RELIAN,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,10,0,1,5,4,0,0,0,0,0,0,0,4,6,0
 total marca URSUS,11,1,5,5,0,0,0,0,0,0,0,5,6,0,0
   model D-606,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model T-042,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
   model T665,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0
   model nespecificat,7,1,4,2,0,0,0,0,0,0,0,5,2,0,0
 total marca VAIA,30,9,13,6,2,0,0,0,0,0,0,21,6,3,0
   model MB370,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
   model TRIDEM,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,27,7,12,6,2,0,0,0,0,0,0,18,6,3,0
 total marca WESTFALIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca WIELTON,9,5,4,0,0,0,0,0,0,0,0,9,0,0,0
   model nespecificat,9,5,4,0,0,0,0,0,0,0,0,9,0,0,0
 total marca ZACCARIA,8,3,1,3,1,0,0,0,0,0,0,3,4,0,1
   model nespecificat,8,3,1,3,1,0,0,0,0,0,0,3,4,0,1
 total marca ZDT,3,0,0,1,2,0,0,0,0,0,0,0,0,3,0
   model MEGA18,3,0,0,1,2,0,0,0,0,0,0,0,0,3,0
 total marca ZURN,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
total categorie    REMORCA LENTA,932,27,17,54,636,83,115,0,0,0,0,40,10,300,582
 total marca A REMA,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
 total marca AGROGEP,12,0,0,3,8,0,1,0,0,0,0,0,1,3,8
   model nespecificat,12,0,0,3,8,0,1,0,0,0,0,0,1,3,8
 total marca AMERIDAC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca APICOLA,15,0,0,0,0,5,10,0,0,0,0,0,0,0,15
   model PMA001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,14,0,0,0,0,5,9,0,0,0,0,0,0,0,14
 total marca BALESTRA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca BALS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca BARTOLETTI,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model nespecificat,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
 total marca BICCHI,8,0,0,0,8,0,0,0,0,0,0,0,0,7,1
   model BICCHI,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0
   model nespecificat,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1
 total marca BRANTNER,26,0,0,0,24,1,1,0,0,0,0,0,0,4,22
   model nespecificat,26,0,0,0,24,1,1,0,0,0,0,0,0,4,22
 total marca BRIMONT,5,0,0,0,4,1,0,0,0,0,0,0,0,1,4
   model nespecificat,5,0,0,0,4,1,0,0,0,0,0,0,0,1,4
 total marca BSS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca CEAHLAU,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 total marca CONFIND,13,0,0,0,13,0,0,0,0,0,0,0,0,2,11
   model nespecificat,13,0,0,0,13,0,0,0,0,0,0,0,0,2,11
 total marca D REMA,25,0,0,2,7,4,12,0,0,0,0,0,0,4,21
   model BAUER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model GOLIATH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model T7000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ZDK 180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,21,0,0,2,5,2,12,0,0,0,0,0,0,4,17
 total marca D SREMA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model VX 635,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
 total marca DE REMA,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model 100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model IMMENRIED,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
 total marca DEMMLER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca DK REMA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 total marca E REMA,12,0,0,0,12,0,0,0,0,0,0,0,0,1,11
   model XP1-65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,11,0,0,0,11,0,0,0,0,0,0,0,0,1,10
 total marca EDUARD,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model P4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
 total marca EMME ENNE,22,0,0,1,21,0,0,0,0,0,0,0,0,21,1
   model nespecificat,22,0,0,1,21,0,0,0,0,0,0,0,0,21,1
 total marca F REMA,3,0,0,0,2,1,0,0,0,0,0,0,0,1,2
   model GILIBERT 1016 PROFI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1
 total marca FARO,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0
   model PONDUS,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0
 total marca FLIEGL,27,0,0,0,20,6,1,0,0,0,0,0,0,3,24
   model 4000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GIGANT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model TPS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,24,0,0,0,19,5,0,0,0,0,0,0,0,3,21
 total marca FRANTA,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
 total marca GILI,13,0,0,0,11,2,0,0,0,0,0,0,0,0,13
   model BT-21T,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,12,0,0,0,10,2,0,0,0,0,0,0,0,0,12
 total marca GOLDHOFER,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7
   model nespecificat,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7
 total marca GRAZIOLI,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1
   model EUROPA200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
 total marca H REMA,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
 total marca HAWE,11,0,0,0,8,3,0,0,0,0,0,0,0,0,11
   model nespecificat,11,0,0,0,8,3,0,0,0,0,0,0,0,0,11
 total marca HIRTH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 total marca HISPEC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca HUMBAUR,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0
   model HA 132513,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0
 total marca I REMA,14,0,0,0,8,0,6,0,0,0,0,0,0,3,11
   model RT25,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
   model nespecificat,11,0,0,0,5,0,6,0,0,0,0,0,0,3,8
 total marca I.M.MARSA,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
 total marca IMAIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca IMUM,124,0,0,1,110,13,0,0,0,0,0,0,0,80,44
   model nespecificat,124,0,0,1,110,13,0,0,0,0,0,0,0,80,44
 total marca IT REMA,40,0,0,0,37,0,3,0,0,0,0,0,0,3,37
   model 7.5/SA-RB,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ANNOVI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model B300,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
   model B350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,34,0,0,0,32,0,2,0,0,0,0,0,0,3,31
 total marca IUPS BUCURESTI,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
 total marca J.GILIBERT,4,0,0,0,4,0,0,0,0,0,0,0,0,1,3
   model 1010 SPROFI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model 1610 PROFI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model PROFI,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 total marca JAKO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model BT12500T,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca JOSKIN,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6
   model 16000MEB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model MODULO 2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4
   model QUADRA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca KOLBAX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model 16.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 total marca KRAMPE,31,0,0,0,28,3,0,0,0,0,0,0,0,2,29
   model GOLIAT,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model GOLIATH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model PREMIUM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,28,0,0,0,25,3,0,0,0,0,0,0,0,1,27
 total marca LAMBERT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 total marca MABGO GOMMERN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca MAM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca MARIUS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 total marca MARSA,4,0,0,0,0,1,3,0,0,0,0,0,0,0,4
   model nespecificat,4,0,0,0,0,1,3,0,0,0,0,0,0,0,4
 total marca MARTZ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model ---,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
 total marca MAT,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 total marca MEDGIDIA,19,0,0,0,9,0,10,0,0,0,0,0,0,3,16
   model nespecificat,19,0,0,0,9,0,10,0,0,0,0,0,0,3,16
 total marca MER,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
   model 2RCP,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
 total marca METALTECH,12,0,0,0,12,0,0,0,0,0,0,0,0,0,12
   model nespecificat,12,0,0,0,12,0,0,0,0,0,0,0,0,0,12
 total marca METALURGICA,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2
 total marca MOESLEIN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca MULLER MITTELTAL,5,0,0,0,0,1,4,0,0,0,0,0,0,0,5
   model 11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,4,0,0,0,0,1,3,0,0,0,0,0,0,0,4
 total marca NEMETH LORINCZ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca OEHLER,8,0,0,0,8,0,0,0,0,0,0,0,0,5,3
   model nespecificat,8,0,0,0,8,0,0,0,0,0,0,0,0,5,3
 total marca OZENEN,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 total marca PADIS,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
 total marca PAGLIARI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
 total marca PAGUARI ALDO,4,0,0,0,3,0,1,0,0,0,0,0,0,1,3
   model ALDO,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model nespecificat,3,0,0,0,2,0,1,0,0,0,0,0,0,0,3
 total marca PICHON,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca PL REMA,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0
   model PN-40/2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
 total marca PRONAR,72,2,0,5,60,5,0,0,0,0,0,2,4,19,47
   model nespecificat,72,2,0,5,60,5,0,0,0,0,0,2,4,19,47
 total marca RANDAZZO,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 total marca REISCH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca REMA,45,0,0,0,16,7,22,0,0,0,0,0,0,5,40
   model 1010 S PROFI,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model MARATON,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model MEPROZET,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ZBN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,41,0,0,0,15,6,20,0,0,0,0,0,0,5,36
 total marca ROLAND,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model TC20-30 TURBOCLASSIC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca ROMPRIM,20,0,0,0,20,0,0,0,0,0,0,0,0,17,3
   model nespecificat,20,0,0,0,20,0,0,0,0,0,0,0,0,17,3
 total marca SANDRI,17,0,0,0,17,0,0,0,0,0,0,0,0,1,16
   model nespecificat,17,0,0,0,17,0,0,0,0,0,0,0,0,1,16
 total marca SARIS,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 total marca SCHMIDT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca SIAM,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model XP1600,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 total marca STEINER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model SILVER-CAR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca STEMA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca STRAUTMANN,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4
   model nespecificat,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4
 total marca STS-V OPAVA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca TEMA,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0
   model BOX,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0
 total marca THIEL PFERDEANHAENGER,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model MEXX,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
 total marca TIKI,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 total marca TIM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca TIM THYREGOD,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca TPV TRAILERS,27,16,11,0,0,0,0,0,0,0,0,23,4,0,0
   model EU2010/75,17,12,5,0,0,0,0,0,0,0,0,13,4,0,0
   model EU2012/75,10,4,6,0,0,0,0,0,0,0,0,10,0,0,0
 total marca TR REMA,21,0,0,0,20,1,0,0,0,0,0,0,0,1,20
   model MPG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model TINAZ,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
   model nespecificat,18,0,0,0,17,1,0,0,0,0,0,0,0,1,17
 total marca TRIGANO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca UMEGA,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
   model nespecificat,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
 total marca UMEM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca UMM,101,0,0,32,60,8,1,0,0,0,0,0,0,67,34
   model nespecificat,101,0,0,32,60,8,1,0,0,0,0,0,0,67,34
 total marca UNTERHOLZNER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca UPET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca US REMA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 total marca VAIA,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
 total marca WM MEYER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca WMS,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 total marca ZACCARIA,51,0,0,0,45,6,0,0,0,0,0,0,0,32,19
   model FORESTAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,50,0,0,0,44,6,0,0,0,0,0,0,0,32,18
 total marca ZDT,8,0,0,6,2,0,0,0,0,0,0,0,0,6,2
   model nespecificat,8,0,0,6,2,0,0,0,0,0,0,0,0,6,2
 total marca ZUHNAMMER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
total categorie    REMORCA SPECIALA,"37,334","1,309","1,520","1,708","2,714","2,407","27,676",0,0,0,0,"2,400","1,360","1,584","31,990"
 total marca A REMA,88,1,1,3,9,10,64,0,0,0,0,2,1,6,79
   model 500 GLE CARAVAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ARIEL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ASFT,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model B1AW3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BUNKER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model CAMP EASY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CAMP-LET GT/80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CROWN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model EABR 25/16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ESPRIT 400EK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ESTRICH BOY,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model FLORENCE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model FREE STAGE MEDIUM V1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model GFOLLNER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PICCOLINO,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model PM280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PRESTIGE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PRISMA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model SKI LIFT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SPEED,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ST 4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model STEINMA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model STUGEBA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model VS38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,64,1,0,3,7,6,47,0,0,0,0,1,1,5,57
 total marca ABBEY,547,0,2,4,15,69,457,0,0,0,0,2,4,3,538
