MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2021,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
   model TGM 15.250,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0
   model TGM 15.250 4X2 BL,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0
   model TGM 15.280,6,0,0,0,3,3,0,0,6,0,0,0,0,0,6
   model TGM 15.290,9,0,0,4,5,0,0,0,9,0,0,0,0,9,0
   model TGM 18.240,5,0,0,0,5,0,0,0,5,0,0,0,0,0,5
   model TGM 18.250,9,0,0,7,2,0,0,0,9,0,0,0,3,4,2
   model TGM 18.250 4X2 BB,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGM 18.250 4X2 BL,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model TGM 18.250 4X2BB,2,0,1,1,0,0,0,0,2,0,0,1,1,0,0
   model TGM 18.250 4X2BL,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0
   model TGM 18.280,6,0,0,0,5,1,0,0,6,0,0,0,0,0,6
   model TGM 18.280 4X2 BL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGM 18.290,3,0,0,2,1,0,0,0,3,0,0,0,1,2,0
   model TGM 18.290 4X2 BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGM 18.330,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model TGM 18.340,3,0,0,1,2,0,0,0,3,0,0,0,0,3,0
   model TGM 18.420,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM 26.280,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM 26.290 6X4 BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGM 26.340,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGM 26.340 6X4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGM12.290,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGM15.240,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM15.250,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0
   model TGM15.280,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM15.290,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGM15.290 4X2LL,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGM18.240,7,0,0,0,7,0,0,0,7,0,0,0,0,0,7
   model TGM18.250,5,0,0,5,0,0,0,0,5,0,0,0,4,1,0
   model TGM18.250 4X2BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGM18.250 4X2BL,3,1,0,2,0,0,0,0,3,0,0,1,2,0,0
   model TGM18.280,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGM18.280 4X2BL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM18.290,3,0,0,2,1,0,0,0,3,0,0,0,2,0,1
   model TGM18.290 4X2BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGM18.290 4X2BL,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0
   model TGM18.330,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM26.340,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGS,798,96,211,404,87,0,0,0,798,0,0,257,340,149,52
   model TGS 18.320,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 18.320 4X2BL,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0
   model TGS 18.360,2,0,0,1,1,0,0,0,2,0,0,0,0,1,1
   model TGS 18.400,4,0,0,3,1,0,0,0,4,0,0,0,0,3,1
   model TGS 18.400 4X2 BL,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 18.440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 18.480 4X2 LL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 24.440,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 26.320,13,0,0,5,8,0,0,0,13,0,0,0,2,9,2
   model TGS 26.320 6X2-2BL,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGS 26.320 6X4 BB,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0
   model TGS 26.320 6X4BB,6,0,0,6,0,0,0,0,6,0,0,0,6,0,0
   model TGS 26.320/6X4BB,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 26.360,8,0,0,4,4,0,0,0,8,0,0,0,2,4,2
   model TGS 26.360 6X2-2 LL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 26.360 6X4BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 26.360 6X4BL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 26.400,14,0,0,5,9,0,0,0,14,0,0,0,1,8,5
   model TGS 26.400 6X2-2BL,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0
   model TGS 26.420 6X4 BL,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model TGS 26.430,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS 26.440,12,0,0,3,9,0,0,0,12,0,0,0,2,4,6
   model TGS 26.440 6X2-2 BL,6,0,4,2,0,0,0,0,6,0,0,4,0,2,0
   model TGS 26.440 6X2-2 LL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 26.440 6X2-4 BL,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 26.470,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS 26.480,5,0,0,4,1,0,0,0,5,0,0,0,0,4,1
   model TGS 26.480 6X2-2 BL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 26.480 6X4BL,2,0,0,1,1,0,0,0,2,0,0,0,0,1,1
   model TGS 26360 6X4 BB,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGS 26400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 28.320,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0
   model TGS 28.440 6X2-2 BL,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0
   model TGS 28.440 6X2-2BL,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 32.360,6,0,0,4,2,0,0,0,6,0,0,0,3,1,2
   model TGS 32.360 8X4 BB,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0
   model TGS 32.400,12,0,0,6,6,0,0,0,12,0,0,0,3,7,2
   model TGS 32.400 8X4 BB,15,0,0,15,0,0,0,0,15,0,0,0,1,14,0
   model TGS 32.440 8X4 BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 33.320,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGS 33.320 6X4BB,2,0,0,2,0,0,0,0,2,0,0,0,1,1,0
   model TGS 33.360,4,0,0,0,4,0,0,0,4,0,0,0,0,1,3
   model TGS 33.360 6X4BL,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0
   model TGS 33.400,8,0,0,1,7,0,0,0,8,0,0,0,0,2,6
   model TGS 33.440,12,0,0,4,8,0,0,0,12,0,0,0,2,10,0
   model TGS 33.440 6X4 BB,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0
   model TGS 33.440 6X4BL,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0
   model TGS 33.460,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS 33.480,10,0,0,4,6,0,0,0,10,0,0,0,0,4,6
   model TGS 33.480 6X4BB,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGS 33.480 6X4BL,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0
   model TGS 33.480 6X6BB,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 33.540,2,0,0,1,1,0,0,0,2,0,0,0,1,1,0
   model TGS 35.360,7,0,1,4,2,0,0,0,7,0,0,0,5,1,1
   model TGS 35.360 8X4 BLS,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 35.360 8X4BB,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0
   model TGS 35.400,23,0,0,14,9,0,0,0,23,0,0,0,12,3,8
   model TGS 35.400 8X4 BB,10,0,1,9,0,0,0,0,10,0,0,0,10,0,0
   model TGS 35.400 8X4BB,8,0,0,8,0,0,0,0,8,0,0,0,8,0,0
   model TGS 35.440,12,0,0,7,5,0,0,0,12,0,0,0,4,5,3
   model TGS 35.440 8X4 BB,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 35.440 8X4BB,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 35.480 8X4BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 35400 8X4BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 41.400,37,1,2,17,17,0,0,0,37,0,0,1,15,4,17
   model TGS 41.400 8X4 BB,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0
   model TGS 41.400 8X4BB,2,0,1,1,0,0,0,0,2,0,0,1,1,0,0
   model TGS 41.420,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model TGS 41.420 8X4BB,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS 41.430,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS 41.440,37,0,0,15,22,0,0,0,37,0,0,0,11,10,16
   model TGS 41.440 8X4 BB,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGS 41.440 8X4BB,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0
   model TGS 41.440 8X6BB,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS 41.480,5,0,0,2,3,0,0,0,5,0,0,0,2,1,2
   model TGS 41.480 8X4BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 41400,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS 41440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 8X6BB,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0
   model TGS-8X4,6,6,0,0,0,0,0,0,6,0,0,6,0,0,0
   model TGS18.360 4X2BLS-TS,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0
   model TGS18.400,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0
   model TGS23.320,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model TGS26.320,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS26.320 6X4BB,11,0,0,11,0,0,0,0,11,0,0,0,11,0,0
   model TGS26.360,3,0,0,1,2,0,0,0,3,0,0,0,0,1,2
   model TGS26.400,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0
   model TGS26.430,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS26.440,5,0,0,4,1,0,0,0,5,0,0,0,2,3,0
   model TGS26.480,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS28.440 6X2-2BL,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGS33.400 6X4BB,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGS33.440,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS33.440 6X4BB,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model TGS33.440 6X4BL,4,0,2,2,0,0,0,0,4,0,0,2,2,0,0
   model TGS33.480,8,0,0,2,6,0,0,0,8,0,0,0,0,4,4
   model TGS33.540,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGS35.360,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1
   model TGS35.360 8X4BB,3,0,0,3,0,0,0,0,3,0,0,0,1,2,0
   model TGS35.400,15,0,0,2,13,0,0,0,15,0,0,0,2,1,12
   model TGS35.400 8X4 BB,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS35.400 8X4BB,4,0,0,4,0,0,0,0,4,0,0,0,1,3,0
   model TGS35.440 8X4-4BL,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGS35.440 8X4BB,7,0,0,7,0,0,0,0,7,0,0,0,7,0,0
   model TGS35.480,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1
   model TGS35440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS41.400,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model TGS41.420,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model TGS41.440,5,0,0,1,4,0,0,0,5,0,0,0,0,2,3
   model TGS41.440 8X4BB,7,0,7,0,0,0,0,0,7,0,0,7,0,0,0
   model TGS41.440 8X6BB,7,0,0,7,0,0,0,0,7,0,0,0,1,6,0
   model TGS41.480,6,0,0,0,6,0,0,0,6,0,0,0,0,0,6
   model TGX,227,18,27,146,36,0,0,0,227,0,0,26,112,72,17
   model TGX 18.420 4X2 LL,3,0,3,0,0,0,0,0,3,0,0,1,2,0,0
   model TGX 18.360,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGX 18.400,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model TGX 18.440,4,0,0,1,3,0,0,0,4,0,0,0,0,1,3
   model TGX 18.440 4X2 BL,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGX 18.440 4X2 LL-U,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGX 18460 4X2 LL,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model TGX 23.480,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGX 24 440,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGX 24.400,2,0,0,0,2,0,0,0,2,0,0,0,0,1,1
   model TGX 24.440,6,0,0,4,2,0,0,0,6,0,0,0,0,6,0
"   model TGX 26,460",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model TGX 26.360,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGX 26.400,4,0,0,1,3,0,0,0,4,0,0,0,1,3,0
   model TGX 26.400 6X2-2LL,2,0,0,1,1,0,0,0,2,0,0,0,0,2,0
   model TGX 26.440,24,0,0,7,17,0,0,0,24,0,0,0,5,11,8
   model TGX 26.440 6X2-2 BL,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGX 26.440 6X2-2 LL,8,0,0,7,1,0,0,0,8,0,0,0,5,2,1
   model TGX 26.460,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model TGX 26.470,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model TGX 26.480,5,0,0,2,3,0,0,0,5,0,0,0,2,1,2
   model TGX 26.480 6X2-2 BL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGX 26.480 6X2-2LL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGX 26.540,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGX 26.540 6X2-2LL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGX 33.460 6X4 BB,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model TGX 33.500,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0
   model TGX 33.510,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model TGX 33.540,2,0,0,1,1,0,0,0,2,0,0,0,0,2,0
   model TGX 41.680 8X4/4 BBS,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGX.18.440,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGX18.360,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1
   model TGX24.440,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGX26.360,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGX26.400,6,0,0,0,6,0,0,0,6,0,0,0,0,5,1
   model TGX26.440,5,0,0,3,2,0,0,0,5,0,0,0,1,3,1
   model TGX26.480,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGX33.680,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGX33480,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TSG,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model ZIP 004,26,0,0,0,22,4,0,0,26,0,0,0,0,0,26
   model nespecificat,8045,1,8,277,2310,1796,3653,0,8045,0,0,5,71,677,7292
 total marca MAN / VS-MONT,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model TGS,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
 total marca MAN.,77,0,4,2,16,27,28,0,77,0,0,4,0,5,68
   model FE360A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model FE410A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LE,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SILENT,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TG 360 A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG460A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA,7,0,0,0,2,5,0,0,7,0,0,0,0,0,7
   model TGA 26.430,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 460 A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA18.310,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGS,6,0,4,2,0,0,0,0,6,0,0,4,0,2,0
   model nespecificat,55,0,0,0,14,17,24,0,55,0,0,0,0,3,52
 total marca MAN/PRO-WAM,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGM,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
 total marca MAN`,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model LE220B,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
 total marca MAN~,126,4,1,12,35,45,29,0,126,0,0,5,5,20,96
   model 14.224 L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 19.314,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 27.403 DFAK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 4X2 LL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model FE 310 A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model FE360A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model FE460A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 250 B,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 280B,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME 280 B,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SILENT,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA,10,0,0,0,3,7,0,0,10,0,0,0,0,0,10
   model TGA 18.350,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.480,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 30.430,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 41.440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA26.480,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA360A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGM,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0
   model TGM 15.290,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGM 26.330,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS,6,0,0,4,2,0,0,0,6,0,0,0,4,1,1
   model TGS 35.360,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGS 41.420,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model TGX,3,0,0,2,1,0,0,0,3,0,0,0,1,2,0
   model nespecificat,79,0,0,4,26,27,22,0,79,0,0,0,0,15,64
 total marca MARSA,8025,0,0,0,0,0,8025,0,8025,0,0,0,0,0,8025
   model nespecificat,8025,0,0,0,0,0,8025,0,8025,0,0,0,0,0,8025
 total marca MAZ,115,0,0,1,45,17,52,0,115,0,0,0,0,1,114
   model 5516-33,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model 551633,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 551633A,16,0,0,0,8,8,0,0,16,0,0,0,0,0,16
   model 551669,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model 555035,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model 555132,6,0,0,0,2,4,0,0,6,0,0,0,0,0,6
   model 650136,20,0,0,0,20,0,0,0,20,0,0,0,0,0,20
   model nespecificat,63,0,0,1,9,1,52,0,63,0,0,0,0,1,62
 total marca MEDGIDIA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
 total marca MEDIAS,28,0,0,0,0,0,28,0,28,0,0,0,0,0,28
   model nespecificat,28,0,0,0,0,0,28,0,28,0,0,0,0,0,28
 total marca MERCEDE -BENZ,3,0,0,2,0,1,0,0,3,0,0,0,1,1,1
   model ACTROS,3,0,0,2,0,1,0,0,3,0,0,0,1,1,1
 total marca MERCEDES,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model ACTROS,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 3241,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model AXOR,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
 total marca MERCEDES BENZ,24,2,2,2,4,9,5,0,23,0,1,4,1,2,17
   model ACTROS,10,0,2,1,2,4,1,0,10,0,0,2,1,1,6
   model ACTROS 1841L,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 2541,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 2551,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 3241,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ACTROS 3246,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 3315,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model AROCS,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0
   model ATEGO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 1317,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
   model ATEGO 1823L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model AXOR 1828,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
 total marca MERCEDES - BENZ,79,9,3,8,28,16,15,0,78,0,1,10,8,10,51
   model 1824,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2534 L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS,26,0,2,6,7,7,4,0,26,0,0,1,6,2,17
   model ACTROS 1824,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model ACTROS 1836,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 1841,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 1841 L,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 1844L,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model ACTROS 2531,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 2536,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 2541,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model ACTROS 2635,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 2641,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 2648,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model ACTROS 3240,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 3241,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 4140 K,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ANTOS,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model AROCS,3,2,1,0,0,0,0,0,3,0,0,2,1,0,0
   model AROCS 4140,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model AROCS 4140,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0
   model ATEGO,6,1,0,0,2,1,2,0,5,0,1,1,0,1,4
   model ATEGO 1218,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 1529,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 1529L,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model ATEGO 1624,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model AXOR,9,0,0,1,5,3,0,0,9,0,0,0,0,3,6
   model AXOR 1823,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model AXOR 1829,2,0,0,0,2,0,0,0,2,0,0,0,0,1,1
   model AXOR 3236,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model nespecificat,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
 total marca MERCEDES - BENZ /WIELTON,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model ACTROS,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
 total marca MERCEDES - BENZ~,2,0,0,1,1,0,0,0,2,0,0,0,0,1,1
   model ACTROS,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 3241,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
 total marca MERCEDES BENZ,4437,0,3,9,1028,1392,2005,0,4437,0,0,2,2,11,4422
   model 1117,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1213,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1217,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1314,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1317,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1317L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1320,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1324,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1417,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 1422,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1614,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1619,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1622,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1625,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1722,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 18.24,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1820,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1820L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1823,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 1824,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
